Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
041150031,E43,04032572,Medical Incident,04/24/2004,04/23/2004,04/24/2004 02:11:59 AM,04/24/2004 02:13:00 AM,04/24/2004 02:13:12 AM,04/24/2004 02:15:02 AM,04/24/2004 02:17:37 AM,,,Other,04/24/2004 02:41:13 AM,100 Block of BRAZIL AVE,SF,94112,B09,43,6127,E,E,3,true,,1,ENGINE,3,9,11,Excelsior,"(37.7241714494638, -122.433596788622)",041150031-E43
102640326,B07,10083675,Structure Fire,09/21/2010,09/21/2010,09/21/2010 07:32:14 PM,09/21/2010 07:32:40 PM,09/21/2010 07:32:57 PM,09/21/2010 07:35:01 PM,09/21/2010 07:36:58 PM,,,Other,09/21/2010 07:43:11 PM,100 Block of 3RD AVE,SF,94118,B07,31,7115,3,3,3,false,,1,CHIEF,2,7,2,Inner Richmond,"(37.7861127461326, -122.461350652607)",102640326-B07
182263783,E41,18095609,Citizen Assist / Service Call,08/14/2018,08/14/2018,08/14/2018 10:14:52 PM,08/14/2018 10:15:58 PM,08/14/2018 10:16:17 PM,08/14/2018 10:17:25 PM,08/14/2018 10:20:34 PM,,,Fire,08/14/2018 10:21:12 PM,FILBERT ST/VAN NESS AV,San Francisco,94109,B04,16,3146,3,3,3,false,Alarm,1,ENGINE,1,4,2,Russian Hill,"(37.7994845306272, -122.42417056442649)",182263783-E41
011900029,RS2,01058928,Structure Fire,07/09/2001,07/08/2001,07/09/2001 04:39:04 AM,07/09/2001 04:39:35 AM,07/09/2001 04:39:51 AM,07/09/2001 04:40:54 AM,07/09/2001 04:44:30 AM,,,Other,07/09/2001 06:08:51 AM,1900 Block of PALOU AVE,SF,94124,B10,42,6431,3,3,3,false,,1,RESCUE SQUAD,3,10,10,Bayview Hunters Point,"(37.7377301358616, -122.397406602274)",011900029-RS2
080830336,81,08025774,Medical Incident,03/23/2008,03/23/2008,03/23/2008 09:13:22 PM,03/23/2008 09:15:41 PM,03/23/2008 09:15:58 PM,03/23/2008 09:16:12 PM,03/23/2008 09:23:44 PM,03/23/2008 09:36:25 PM,03/23/2008 09:41:28 PM,Code 2 Transport,03/23/2008 10:05:47 PM,200 Block of BANKS ST,SF,94110,B10,32,5727,2,2,2,true,,1,MEDIC,1,10,9,Bernal Heights,"(37.7397664770684, -122.412789358109)",080830336-81
080390140,E38,08012241,Alarms,02/08/2008,02/08/2008,02/08/2008 10:16:29 AM,02/08/2008 10:17:50 AM,02/08/2008 10:18:16 AM,02/08/2008 10:19:59 AM,02/08/2008 10:23:40 AM,,,Fire,02/08/2008 10:25:27 AM,2700 Block of BUCHANAN ST,SF,94123,B04,38,3442,3,3,3,true,,1,ENGINE,2,4,2,Pacific Heights,"(37.7951554962576, -122.431799193187)",080390140-E38
043230267,M14,04089222,Medical Incident,11/18/2004,11/18/2004,11/18/2004 03:10:30 PM,11/18/2004 03:11:30 PM,11/18/2004 03:11:48 PM,11/18/2004 03:15:12 PM,11/18/2004 03:16:43 PM,11/18/2004 03:28:47 PM,11/18/2004 03:37:52 PM,Other,11/18/2004 04:05:06 PM,400 Block of 15TH AVE,SF,94118,B07,31,7154,2,2,2,true,,1,MEDIC,1,7,1,Outer Richmond,"(37.7796108045675, -122.473976770296)",043230267-M14
023500561,T11,02104426,Alarms,12/16/2002,12/16/2002,12/16/2002 11:30:53 PM,12/16/2002 11:31:11 PM,12/16/2002 11:31:17 PM,12/16/2002 11:32:45 PM,,,,Other,12/16/2002 11:38:54 PM,1300 Block of VALENCIA ST,SF,94110,B06,11,5535,3,3,3,false,,1,TRUCK,2,6,8,Mission,"(37.7513004428428, -122.420654868929)",023500561-T11
070220075,A304,07006430,Traffic Collision,01/22/2007,01/22/2007,01/22/2007 08:26:59 AM,01/22/2007 08:28:40 AM,01/22/2007 08:29:23 AM,,,01/22/2007 08:55:27 AM,01/22/2007 09:04:40 AM,Other,01/22/2007 09:23:47 AM,300 Block of SAINT JOSEPHS AVE,SF,94115,B05,10,4261,3,3,3,false,,1,PRIVATE,4,5,2,Western Addition,"(37.7825498243006, -122.442292311195)",070220075-A304
143183755,79,14112784,Medical Incident,11/14/2014,11/14/2014,11/14/2014 09:37:47 PM,11/14/2014 09:37:47 PM,11/14/2014 09:38:14 PM,11/14/2014 09:38:23 PM,11/14/2014 09:50:03 PM,11/14/2014 09:56:50 PM,11/14/2014 10:49:42 PM,Code 2 Transport,11/14/2014 10:50:58 PM,1200 Block of POLK ST,San Francisco,94109,B04,03,3121,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,3,Nob Hill,"(37.7884521578132, -122.420326993863)",143183755-79
112700153,T15,11089201,Structure Fire,09/27/2011,09/27/2011,09/27/2011 12:22:53 PM,09/27/2011 12:23:22 PM,09/27/2011 12:23:36 PM,,,,,Other,09/27/2011 12:25:46 PM,300 Block of LA GRANDE AVE,SF,94112,B09,43,6165,3,3,3,false,,1,TRUCK,4,9,11,McLaren Park,"(37.7197515959451, -122.425588438069)",112700153-T15
022240348,E22,02066790,Medical Incident,08/12/2002,08/12/2002,08/12/2002 10:14:40 PM,08/12/2002 10:14:42 PM,08/12/2002 10:14:48 PM,,,,,Other,08/12/2002 10:16:07 PM,9TH AV/JUDAH ST,SF,94122,B08,22,7334,E,E,3,false,,1,ENGINE,1,8,5,Inner Sunset,"(37.7621750437096, -122.466180554463)",022240348-E22
051500011,T07,05039971,Other,05/30/2005,05/29/2005,05/30/2005 12:46:17 AM,05/30/2005 12:46:35 AM,05/30/2005 12:46:56 AM,05/30/2005 12:51:54 AM,05/30/2005 12:51:57 AM,,,Fire,05/30/2005 01:00:13 AM,3100 Block of 22ND ST,SF,94110,B06,07,5472,3,3,3,false,,1,TRUCK,1,6,9,Mission,"(37.755524488206, -122.418208517373)",051500011-T07
083650094,AM04,08111387,Structure Fire,12/30/2008,12/30/2008,12/30/2008 08:51:19 AM,12/30/2008 08:52:35 AM,12/30/2008 08:52:59 AM,,,,,Other,12/30/2008 08:54:06 AM,2900 Block of 24TH ST,SF,94110,B06,07,5527,3,3,3,false,,1,PRIVATE,11,6,9,Mission,"(37.752766726673, -122.410519781929)",083650094-AM04
042550320,T07,04070799,Structure Fire,09/11/2004,09/11/2004,09/11/2004 07:53:41 PM,09/11/2004 07:56:36 PM,09/11/2004 07:57:03 PM,09/11/2004 07:58:29 PM,09/11/2004 08:03:48 PM,,,Other,09/11/2004 08:18:07 PM,CASTRO ST/MARKET ST,SF,94114,B05,A2,5233,3,3,3,false,,1,TRUCK,6,5,8,Castro/Upper Market,"(37.7626707090454, -122.435187962298)",042550320-T07
011370217,E01,01042254,Medical Incident,05/17/2001,05/17/2001,05/17/2001 12:20:40 PM,05/17/2001 12:21:59 PM,05/17/2001 12:22:31 PM,05/17/2001 12:23:53 PM,05/17/2001 12:25:26 PM,,,Other,05/17/2001 12:41:23 PM,100 Block of GEARY ST,SF,94108,B01,01,1323,3,3,3,false,,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7877209923178, -122.405826623955)",011370217-E01
122380292,T08,12078937,Alarms,08/25/2012,08/25/2012,08/25/2012 09:20:25 PM,08/25/2012 09:20:25 PM,08/25/2012 09:20:42 PM,08/25/2012 09:22:08 PM,,,,Other,08/25/2012 09:23:26 PM,4TH ST/BRYANT ST,SF,94107,B03,08,2217,3,3,3,false,Alarm,1,TRUCK,2,3,6,South of Market,"(37.7795669099357, -122.398059940086)",122380292-T08
020160026,M43,02004701,Medical Incident,01/16/2002,01/15/2002,01/16/2002 01:38:01 AM,01/16/2002 01:44:58 AM,01/16/2002 01:45:07 AM,01/16/2002 01:45:32 AM,01/16/2002 01:55:01 AM,01/16/2002 02:04:34 AM,01/16/2002 02:13:08 AM,Other,01/16/2002 02:34:59 AM,0 Block of SALA TER,SF,94112,B09,43,8334,2,2,2,true,,1,MEDIC,1,9,11,Outer Mission,"(37.7142098169481, -122.445502670509)",020160026-M43
093520233,89,09106647,Medical Incident,12/18/2009,12/18/2009,12/18/2009 02:21:56 PM,12/18/2009 02:23:45 PM,12/18/2009 02:24:24 PM,,12/18/2009 02:28:50 PM,12/18/2009 02:46:40 PM,12/18/2009 02:56:24 PM,Code 2 Transport,12/18/2009 03:17:06 PM,100 Block of CAPP ST,SF,94110,B02,07,5236,3,3,3,true,,1,MEDIC,1,2,9,Mission,"(37.7642993402288, -122.418551435984)",093520233-89
053280302,E03,05088833,Alarms,11/24/2005,11/24/2005,11/24/2005 09:37:47 PM,11/24/2005 09:40:32 PM,11/24/2005 09:40:45 PM,11/24/2005 09:42:19 PM,11/24/2005 09:44:48 PM,,,Other,11/24/2005 09:49:41 PM,100 Block of TURK ST,SF,94102,B03,01,1456,3,3,3,true,,1,ENGINE,3,3,6,Tenderloin,"(37.783163427134, -122.411599278937)",053280302-E03
042550230,E36,04070727,Medical Incident,09/11/2004,09/11/2004,09/11/2004 03:20:48 PM,09/11/2004 03:24:59 PM,09/11/2004 03:25:27 PM,,,,,Other,09/11/2004 03:26:05 PM,0 Block of FELL ST,SF,94102,B02,A2,3111,3,3,3,true,,1,ENGINE,3,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",042550230-E36
161700799,KM09,16066925,Medical Incident,06/18/2016,06/18/2016,06/18/2016 08:25:01 AM,06/18/2016 08:30:04 AM,06/18/2016 08:30:33 AM,06/18/2016 08:31:03 AM,06/18/2016 08:35:41 AM,06/18/2016 09:06:14 AM,06/18/2016 09:06:41 AM,Code 2 Transport,06/18/2016 09:40:04 AM,3100 Block of 16TH ST,San Francisco,94110,B02,06,5235,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,8,Mission,"(37.7647586086861, -122.423602301722)",161700799-KM09
172743684,T19,17115407,Alarms,10/01/2017,10/01/2017,10/01/2017 08:56:30 PM,10/01/2017 08:57:29 PM,10/01/2017 08:57:40 PM,10/01/2017 09:00:07 PM,10/01/2017 09:02:31 PM,,,Fire,10/01/2017 09:13:44 PM,100 Block of CAMBON DR,San Francisco,94132,B08,19,8428,3,3,3,false,Alarm,1,TRUCK,2,8,7,Lakeshore,"(37.7166731170808, -122.474173685372)",172743684-T19
060980154,E08,06027225,Structure Fire,04/08/2006,04/08/2006,04/08/2006 12:49:15 PM,04/08/2006 12:49:15 PM,04/08/2006 12:50:39 PM,04/08/2006 12:52:08 PM,04/08/2006 12:53:28 PM,,,Other,04/08/2006 12:54:10 PM,6TH ST/HARRISON ST,SF,94103,B03,08,2254,3,3,3,true,,1,ENGINE,1,3,6,South of Market,"(37.7772727011897, -122.404070256526)",060980154-E08
122570285,E23,12085049,Medical Incident,09/13/2012,09/13/2012,09/13/2012 07:14:09 PM,09/13/2012 07:15:49 PM,09/13/2012 07:17:51 PM,09/13/2012 07:18:53 PM,09/13/2012 07:20:51 PM,,,Other,09/13/2012 07:42:28 PM,1600 Block of 44TH AVE,SF,94122,B08,23,7661,2,2,2,false,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7558537231148, -122.503526833565)",122570285-E23
143271742,76,14115873,Medical Incident,11/23/2014,11/23/2014,11/23/2014 12:22:14 PM,11/23/2014 12:23:48 PM,11/23/2014 12:24:15 PM,11/23/2014 12:24:23 PM,11/23/2014 12:30:34 PM,11/23/2014 12:49:04 PM,11/23/2014 01:15:30 PM,Code 2 Transport,11/23/2014 01:49:39 PM,0 Block of THOMAS MORE WAY,San Francisco,94132,B08,33,8773,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Lakeshore,"(37.7122982509145, -122.473064099314)",143271742-76
062640247,E08,06074119,Medical Incident,09/21/2006,09/21/2006,09/21/2006 02:05:41 PM,09/21/2006 02:07:18 PM,09/21/2006 02:07:47 PM,09/21/2006 02:09:47 PM,09/21/2006 02:12:58 PM,,,Other,09/21/2006 02:15:37 PM,0 Block of SOUTH PARK,SF,94107,B03,08,2153,3,3,3,true,,1,ENGINE,2,3,6,Financial District/South Beach,"(37.7823359738287, -122.393092579681)",062640247-E08
093010114,E19,09090670,Medical Incident,10/28/2009,10/28/2009,10/28/2009 09:11:45 AM,10/28/2009 09:14:01 AM,10/28/2009 09:14:10 AM,10/28/2009 09:14:51 AM,10/28/2009 09:18:12 AM,,,Other,10/28/2009 09:34:25 AM,300 Block of ARBALLO DR,SF,94132,B08,19,8582,3,3,3,true,,1,ENGINE,1,8,7,Lakeshore,"(37.7208318410205, -122.483066441234)",093010114-E19
173114044,T10,17130958,Structure Fire,11/07/2017,11/07/2017,11/07/2017 09:02:41 PM,11/07/2017 09:03:54 PM,11/07/2017 09:04:22 PM,11/07/2017 09:05:02 PM,,,,Fire,11/07/2017 09:10:13 PM,200 Block of SHRADER ST,San Francisco,94117,B05,21,4543,3,3,3,false,Alarm,1,TRUCK,6,5,5,Lone Mountain/USF,"(37.77263890329106, -122.45259896423536)",173114044-T10
132600093,E21,13087892,Structure Fire,09/17/2013,09/16/2013,09/17/2013 07:05:09 AM,09/17/2013 07:05:20 AM,09/17/2013 07:06:18 AM,09/17/2013 07:07:37 AM,09/17/2013 07:11:05 AM,,,Other,09/17/2013 07:19:48 AM,300 Block of WEBSTER ST,SF,94102,B02,05,0352,3,3,3,false,Alarm,1,ENGINE,1,2,5,Hayes Valley,"(37.7737232931729, -122.429015869716)",132600093-E21
051490136,RC3,05039789,Medical Incident,05/29/2005,05/29/2005,05/29/2005 10:48:36 AM,05/29/2005 10:51:49 AM,05/29/2005 10:52:01 AM,05/29/2005 10:52:45 AM,05/29/2005 11:02:31 AM,,,Medical Examiner,05/29/2005 11:58:39 AM,500 Block of COLUMBUS AVE,SF,94133,B01,28,1334,E,2,2,true,,1,RESCUE CAPTAIN,4,1,3,Chinatown,"(37.7998612792845, -122.409655977667)",051490136-RC3
020550099,E37,02016498,Medical Incident,02/24/2002,02/23/2002,02/24/2002 07:51:18 AM,02/24/2002 07:53:46 AM,02/24/2002 07:54:09 AM,02/24/2002 07:55:16 AM,02/24/2002 07:56:29 AM,,,Other,02/24/2002 08:09:08 AM,0 Block of DAKOTA ST,SF,94107,B10,37,2614,3,3,3,false,,1,ENGINE,1,10,10,Potrero Hill,"(37.7536287459484, -122.395523138586)",020550099-E37
063410208,E36,06096187,Medical Incident,12/07/2006,12/07/2006,12/07/2006 02:56:23 PM,12/07/2006 02:59:04 PM,12/07/2006 02:59:11 PM,,12/07/2006 03:00:47 PM,,,Other,12/07/2006 03:03:27 PM,MARKET ST/TURK ST,SF,94103,B03,01,2247,3,3,3,true,,1,ENGINE,2,3,6,South of Market,"(37.7832878520296, -122.408952160052)",063410208-E36
080370422,E03,08011841,Medical Incident,02/06/2008,02/06/2008,02/06/2008 11:21:52 PM,02/06/2008 11:22:48 PM,02/06/2008 11:22:56 PM,02/06/2008 11:26:16 PM,,,,Other,02/06/2008 11:28:14 PM,1000 Block of MARKET ST,SF,94103,B03,01,1454,3,3,3,false,,1,ENGINE,2,3,6,South of Market,"(37.7812876870909, -122.411318055371)",080370422-E03
171721258,72,17072585,Medical Incident,06/21/2017,06/21/2017,06/21/2017 10:37:18 AM,06/21/2017 10:37:59 AM,06/21/2017 10:38:25 AM,06/21/2017 10:39:16 AM,06/21/2017 10:43:08 AM,06/21/2017 10:53:33 AM,06/21/2017 11:24:55 AM,Code 2 Transport,06/21/2017 12:19:11 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",171721258-72
152650785,RC2,15101395,Traffic Collision,09/22/2015,09/22/2015,09/22/2015 08:19:02 AM,09/22/2015 08:19:02 AM,09/22/2015 08:30:27 AM,09/22/2015 08:30:27 AM,09/22/2015 08:30:27 AM,,,Code 2 Transport,09/22/2015 08:52:16 AM,100 Block of JOHN F KENNEDY DR,San Francisco,94122,B07,31,7111,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,7,1,Golden Gate Park,"(37.7711332354432, -122.457507583541)",152650785-RC2
170401295,55,17017418,Medical Incident,02/09/2017,02/09/2017,02/09/2017 10:42:52 AM,02/09/2017 10:44:11 AM,02/09/2017 10:44:19 AM,02/09/2017 10:44:30 AM,02/09/2017 10:47:42 AM,02/09/2017 11:06:50 AM,02/09/2017 11:26:03 AM,Code 2 Transport,02/09/2017 12:03:58 PM,1100 Block of FILLMORE ST,San Francisco,94115,B05,05,3535,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Western Addition,"(37.7800214949422, -122.432114423941)",170401295-55
102610345,E10,10082640,Medical Incident,09/18/2010,09/18/2010,09/18/2010 07:03:08 PM,09/18/2010 07:03:40 PM,09/18/2010 07:03:50 PM,,,,,Other,09/18/2010 07:04:46 PM,1700 Block of FULTON ST,SF,94117,B05,21,4463,3,3,3,true,,1,ENGINE,3,5,5,Lone Mountain/USF,"(37.7759633291151, -122.445636305306)",102610345-E10
123040246,AM08,12100951,Medical Incident,10/30/2012,10/30/2012,10/30/2012 05:27:06 PM,10/30/2012 05:29:05 PM,10/30/2012 05:30:24 PM,10/30/2012 05:31:09 PM,10/30/2012 05:40:00 PM,10/30/2012 05:50:52 PM,10/30/2012 06:00:28 PM,Code 2 Transport,10/30/2012 06:37:01 PM,600 Block of ELLIS ST,SF,94109,B02,03,1555,1,1,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.7843964930924, -122.41690045985)",123040246-AM08
030320202,RC3,03009097,Medical Incident,02/01/2003,02/01/2003,02/01/2003 01:19:55 PM,02/01/2003 01:21:56 PM,02/01/2003 01:22:10 PM,,,,,Other,02/01/2003 01:39:58 PM,INDUSTRIAL ST/PALOU AV,SF,94124,B10,09,6426,3,3,3,true,,1,RESCUE CAPTAIN,3,10,10,Bayview Hunters Point,"(37.7396591222292, -122.400899015658)",030320202-RC3
060210123,M12,06005784,Medical Incident,01/21/2006,01/21/2006,01/21/2006 09:28:39 AM,01/21/2006 09:29:18 AM,01/21/2006 09:29:52 AM,01/21/2006 09:31:04 AM,01/21/2006 09:33:45 AM,01/21/2006 09:45:26 AM,01/21/2006 09:50:21 AM,Code 2 Transport,01/21/2006 10:37:59 AM,CENTRAL AV/WALLER ST,SF,94117,B05,21,4354,3,3,3,true,,1,MEDIC,2,5,5,Haight Ashbury,"(37.7694969972362, -122.443461439796)",060210123-M12
100230023,66,10006880,Traffic Collision,01/23/2010,01/22/2010,01/23/2010 01:49:12 AM,01/23/2010 01:49:12 AM,01/23/2010 01:50:22 AM,01/23/2010 01:51:03 AM,01/23/2010 01:52:40 AM,01/23/2010 02:03:36 AM,01/23/2010 02:12:47 AM,Code 2 Transport,01/23/2010 02:49:28 AM,MISSION ST/OTIS ST,SF,94103,B02,36,5125,3,3,3,true,,1,MEDIC,1,2,6,Mission,"(37.7701114489219, -122.420008323243)",100230023-66
101960163,KM04,10061906,Medical Incident,07/15/2010,07/15/2010,07/15/2010 11:50:15 AM,07/15/2010 11:51:50 AM,07/15/2010 11:52:03 AM,07/15/2010 11:52:43 AM,07/15/2010 11:55:19 AM,,,Against Medical Advice,07/15/2010 12:23:09 PM,200 Block of SILLIMAN ST,SF,94134,B10,42,6341,3,3,3,false,,1,PRIVATE,1,10,9,Portola,"(37.7305369721111, -122.407543425984)",101960163-KM04
160582190,57,16023157,Traffic Collision,02/27/2016,02/27/2016,02/27/2016 03:08:08 PM,02/27/2016 03:09:54 PM,02/27/2016 03:11:22 PM,02/27/2016 03:12:41 PM,02/27/2016 03:13:35 PM,02/27/2016 04:00:21 PM,02/27/2016 04:19:43 PM,Code 2 Transport,02/27/2016 04:52:49 PM,SPEAR ST/HARRISON ST,San Francisco,94105,B03,35,2113,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7888377778921, -122.389428941783)",160582190-57
010990213,B01,01030259,Suspicious Package,04/09/2001,04/09/2001,04/09/2001 02:11:01 PM,04/09/2001 02:11:32 PM,04/09/2001 02:12:40 PM,04/09/2001 02:13:30 PM,,,,Other,04/09/2001 02:19:55 PM,MISSION ST/THE EMBARCADERO SO,SF,94105,B03,35,0902,3,3,3,false,,1,CHIEF,3,3,3,Financial District/South Beach,"(37.7937688140807, -122.392499330703)",010990213-B01
081800257,E32,08055440,Medical Incident,06/28/2008,06/28/2008,06/28/2008 03:32:06 PM,06/28/2008 03:34:57 PM,06/28/2008 03:35:40 PM,06/28/2008 03:37:02 PM,06/28/2008 03:39:23 PM,,,Other,06/28/2008 03:57:58 PM,300 Block of SILVER AVE,SF,94112,B09,32,6114,3,3,3,true,,1,ENGINE,1,9,11,Excelsior,"(37.728489442639, -122.429995375728)",081800257-E32
001120209,E21,00033380,Electrical Hazard,04/21/2000,04/21/2000,04/21/2000 05:30:44 PM,04/21/2000 05:31:03 PM,04/21/2000 05:31:14 PM,04/21/2000 05:32:52 PM,04/21/2000 05:34:45 PM,,,Other,04/21/2000 05:37:37 PM,700 Block of PAGE ST,SF,94117,B05,06,3636,3,3,3,false,,1,ENGINE,1,5,5,Haight Ashbury,"(37.7726705470926, -122.433090198155)",001120209-E21
131040248,E43,13034976,Medical Incident,04/14/2013,04/14/2013,04/14/2013 03:20:04 PM,04/14/2013 03:20:29 PM,04/14/2013 03:20:53 PM,04/14/2013 03:21:33 PM,04/14/2013 03:24:49 PM,,,Other,04/14/2013 03:38:15 PM,MISSION ST/ONONDAGA AV,SF,94112,B09,43,6123,3,2,2,false,Non Life-threatening,1,ENGINE,1,9,11,Excelsior,"(37.7211635493758, -122.437461137723)",131040248-E43
001100151,85,00032763,Medical Incident,04/19/2000,04/19/2000,04/19/2000 02:49:07 PM,04/19/2000 02:49:18 PM,04/19/2000 02:49:43 PM,04/19/2000 02:50:34 PM,04/19/2000 02:54:55 PM,04/19/2000 03:14:56 PM,,Other,04/19/2000 04:00:56 PM,300 Block of EDDY ST,SF,94102,B02,03,1545,3,3,3,false,,1,MEDIC,2,2,6,Tenderloin,"(37.7838385180026, -122.41377551206)",001100151-85
132240235,E03,13075669,Alarms,08/12/2013,08/12/2013,08/12/2013 03:14:09 PM,08/12/2013 03:15:20 PM,08/12/2013 03:15:35 PM,08/12/2013 03:16:00 PM,08/12/2013 03:19:10 PM,,,Other,08/12/2013 03:27:56 PM,200 Block of OLIVE ST,SF,94109,B04,03,3162,3,3,3,true,Alarm,1,ENGINE,1,2,5,Western Addition,"(37.7842377243066, -122.421969152495)",132240235-E03
150660587,77,15025134,Medical Incident,03/07/2015,03/06/2015,03/07/2015 05:50:49 AM,03/07/2015 05:50:49 AM,03/07/2015 05:50:49 AM,03/07/2015 05:50:49 AM,03/07/2015 05:50:49 AM,03/07/2015 05:55:50 AM,03/07/2015 06:17:21 AM,Code 2 Transport,03/07/2015 07:06:31 AM,OFARRELL ST/LARKIN ST,San Francisco,94109,B04,03,1642,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7851672146987, -122.41790141136)",150660587-77
130260234,E06,13009018,Medical Incident,01/26/2013,01/26/2013,01/26/2013 03:22:28 PM,01/26/2013 03:25:51 PM,01/26/2013 03:26:23 PM,01/26/2013 03:27:21 PM,01/26/2013 03:33:44 PM,,,Other,01/26/2013 03:43:47 PM,100 Block of OAK ST,SF,94102,B02,36,3266,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.7750744315139, -122.421768034105)",130260234-E06
